Court,Date,Crim Total New,Crim Reactive,Crim Uncontest Dispo,Dismissed by Pro PreCourtTrial,Total Dispo PreCourtTrial,Guilty Plea or Nolo Contend,Guilty by Court,Guilty by Jury,Court Aquittals,Jury Aquittals,Dismissed by Pro AtCourtTrial,Total Dispo AtCourtTrial,Compliance Dismissals,Crim Total Disposed,Crim NonPark Active,Crim NonPark Inactive,Crim NonPark Total,Crim Park Active,Crim Park Inactive,Crim Park Total,Crim County Ord TM Active,Crim County Ord TM Inactive,Crim County Ord TM Total,Crim Penal Code Active,Crim Penal Code Inactive,Crim Penal Code Total,Crim OSL Active,Crim OSL Inactive,Crim OSL Total,Crim Count Ord NT Active,Crim Count Ord NT Inactive,Crim Count Ord NT Total,Crim Total Docket,Crim Active Cases,Crim Inactive Cases,Crim Appeal AfterTrial ,Crim Appeal NoTrial,Civil Total New,Civil Active Cases,Civil Inactive Cases,Civil Total Disposed,Civil Total Docket,Crim Made Inactive,EV on Docket,SC on Docket,DC on Docket,DC Agreed J,EV Agreed J,SC Agreed J,Total Agreed J,DC TrialHearing,EV TrialHearing,SC TrialHearing,Total Trial Hearing,DC Jury Trial,EV Jury Trial,SC Jury Trial,Total Jury Trial,DC DiWOP,EV DiWOP,SC DiWOP,Total DiWOP,DC NSDP,EV NSDP,SC NSDP,Total NSDP,DC Other Disp,EV Other Disp,SC Other Disp,Total Other Disp,DC Total New,EV Total New,SC Total New,DC DJ,DC Disposed,EV DJ,EV Disposed,SC DJ,SC Disposed,Total DJ,Class AB Warrants,Search Warrants,Felony Warrants,Class C Warrants,Jail Credit Cases,Total Fines
Precinct 5 Place 2,1/2023,"6,184",758,875,281,"1,156",375,122,0,0,0,"2,005","2,502","2,064","6,125","51,287","65,011","57,936",952,297,"1,026",0,0,0,"3,739","1,542","3,858","2,342","3,505","2,425",646,301,663,"65,908","58,966","70,656",0,0,"1,664","12,208",32,"1,833","14,044","1,645","1,729","2,641","9,674",59,1,0,60,6,94,101,201,0,0,0,0,4,105,9,118,241,350,30,621,47,59,22,128,985,552,127,406,763,277,886,22,184,705,0,0,0,"1,647",399,"$815,045"
Precinct 5 Place 2,1/2023,"4,498",623,641,407,"1,048",194,112,1,0,0,"1,838","2,145","1,694","5,243","50,506","65,851","55,401",955,308,"1,032",0,0,0,"3,767","1,549","3,850","2,287","3,526","2,327",634,309,660,"63,270","58,149","71,543",0,0,"1,511","12,533",35,"1,232","13,769",634,"1,394","2,575","9,800",77,0,0,77,15,65,10,90,0,0,1,1,12,75,14,101,233,142,18,393,66,33,22,121,849,550,112,295,698,140,455,14,79,449,0,0,0,633,351,"$629,569"
Precinct 5 Place 2,1/2023,"5,098",704,727,417,"1,144",203,48,0,0,0,"2,237","2,488","1,824","5,880","49,756","65,883","55,330",968,308,"1,015",0,0,0,"3,786","1,541","3,897","2,247","3,516","2,300",639,307,656,"63,198","57,396","71,555",0,0,"1,588","12,205",34,"1,939","14,144",777,"1,569","2,623","9,952",82,0,2,84,19,107,16,142,0,0,0,0,6,62,10,78,362,257,32,651,52,61,20,133,834,630,124,627,"1,148",211,698,13,93,851,0,0,0,777,426,"$636,223"
Precinct 5 Place 2,1/2023,"5,308",577,680,293,973,185,43,0,0,0,"2,216","2,444","2,161","5,943","48,967","65,954","54,582",941,313,999,0,0,0,"3,805","1,543","3,923","2,198","3,509","2,276",631,310,647,"62,427","56,542","71,629",0,0,"1,661","12,194",36,"1,685","13,884",712,"1,526","2,687","9,671",81,0,1,82,13,63,16,92,0,0,0,0,1,54,9,64,339,183,33,555,87,45,20,152,854,654,153,571,"1,092",153,498,16,95,740,0,0,0,714,365,"$700,048"
Precinct 5 Place 2,1/2023,"4,194",612,729,161,890,355,51,0,0,0,"1,712","2,118","1,904","5,319","48,148","66,107","52,819",937,312,979,0,0,0,"3,859","1,533","3,903","2,209","3,498","2,247",623,314,634,"60,582","55,776","71,764",0,0,"1,558","12,111",38,"1,655","13,772",567,"1,710","2,708","9,354",86,0,2,88,7,94,21,122,0,1,0,1,21,103,10,134,376,226,30,632,56,53,29,138,765,682,111,319,865,210,687,11,103,540,0,0,0,567,408,"$624,702"
Precinct 5 Place 2,1/2023,"5,037",740,669,208,877,294,67,0,0,0,"2,857","3,218","1,920","6,386","47,147","66,069","52,733",921,315,"1,007",0,0,0,"3,822","1,528","3,855","2,192","3,496","2,251",612,313,625,"60,471","54,694","71,721",1,0,"1,939","12,002",38,"2,058","14,063",490,"1,973","2,770","9,320",99,0,2,101,11,119,13,143,0,1,2,3,19,112,14,145,407,284,44,735,44,33,43,120,817,950,172,515,"1,095",266,815,30,148,811,0,0,0,487,375,"$731,220"
Precinct 5 Place 2,1/2023,"5,142",665,603,93,696,210,62,0,0,0,"2,284","2,556","1,664","5,336","46,093","65,837","51,667",952,318,"1,006",0,0,0,"3,762","1,526","3,843","2,182","3,477","2,231",607,313,656,"59,403","53,596","71,471",3,0,"1,765","12,092",38,"1,691","13,787","1,038","2,085","2,823","8,879",79,1,0,80,18,138,16,172,0,0,0,0,20,80,23,123,330,288,25,643,28,26,28,82,638,929,198,253,728,318,851,20,112,591,0,0,0,"1,038",419,"$613,204"
Precinct 5 Place 2,1/2023,"6,138",593,732,63,795,216,47,0,0,0,"2,295","2,558","1,628","5,288","45,538","66,209","52,003",945,326,997,0,0,0,"3,722","1,524","3,844","2,165","3,469","2,235",638,316,660,"59,739","53,008","71,844",1,0,"1,891","11,991",37,"1,945","13,937",458,"2,140","2,875","8,922",83,0,2,85,19,176,23,218,0,0,0,0,49,74,23,146,255,374,41,670,29,16,37,82,833,903,155,395,830,332,972,17,143,744,0,0,0,458,301,"$638,680"
Precinct 5 Place 2,1/2023,"5,596",525,715,98,813,314,44,0,0,0,"1,489","1,847","1,617","4,503","46,413","66,097","52,363",955,326,992,0,0,0,"3,799","1,519","3,873","2,177","3,453","2,221",647,314,663,"60,112","53,991","71,709",0,0,"1,874","11,988",36,"1,889","13,880",114,"1,959","2,884","9,037",66,2,2,70,23,125,51,199,0,1,0,1,38,53,9,100,307,321,46,674,42,47,15,104,943,792,139,401,877,322,871,18,141,741,0,0,0,114,234,"$625,352"
Precinct 5 Place 2,1/2023,"4,649",680,555,14,569,253,76,0,0,0,"1,338","1,667","1,500","4,069","47,890","65,710","52,902",965,326,"1,019",0,0,0,"3,837","1,509","3,980","2,177","3,442","2,228",653,311,722,"60,851","55,522","71,298",0,0,"1,731","12,220",36,"1,506","13,727",510,"1,883","2,854","8,990",90,0,2,92,9,137,16,162,0,0,1,1,45,88,7,140,242,237,22,501,29,18,15,62,828,794,109,247,662,287,767,14,77,548,0,0,0,510,335,"$538,681"
Precinct 5 Place 2,1/2024,"4,295",616,621,20,641,184,32,0,0,0,"1,774","1,990","1,576","4,518","48,498","65,561","53,192",975,327,"1,015",0,0,0,"3,931","1,504","4,022","2,170","3,425","2,238",707,311,725,"61,192","56,281","71,128",0,0,"2,132","12,401",35,"1,963","14,365",751,"2,054","2,922","9,389",116,0,2,118,20,117,21,158,0,0,0,0,30,76,14,120,397,320,45,762,36,21,24,81,"1,053",939,140,426,"1,025",260,794,38,144,724,0,0,0,751,311,"$586,227"
Precinct 5 Place 2,1/2024,"5,158",696,558,71,629,197,34,0,0,0,"1,707","1,938","1,474","4,419","48,150","65,700","53,787",955,330,979,0,0,0,"3,974","1,507","4,122","2,186","3,416","2,223",661,310,669,"61,780","55,926","71,263",0,0,"2,603","12,925",32,"2,091","15,016",913,"2,204","2,985","9,827",99,1,0,100,12,161,25,198,0,1,0,1,19,90,15,124,379,420,42,841,48,45,33,126,"1,454",944,205,331,888,341,"1,059",29,144,701,0,0,0,912,393,"$606,308"
Precinct 5 Place 2,1/2024,"5,448",770,879,57,936,221,19,2,0,0,"1,443","1,685","1,615","4,540","48,633","65,925","54,550",934,331,996,0,0,0,"4,042","1,509","4,189","2,178","3,406","2,252",660,309,678,"62,665","56,447","71,480",0,0,"1,611","12,730",33,"1,831","14,564",468,"1,800","3,026","9,738",145,1,5,151,5,77,34,116,0,0,1,1,15,96,13,124,328,336,61,725,69,32,27,128,779,654,178,347,909,210,752,29,170,586,0,0,0,468,309,"$633,901"
Precinct 5 Place 2,1/2024,"5,332",753,899,49,948,363,51,0,0,0,"1,723","2,137","1,986","5,388","49,723","65,648","55,575",957,327,999,0,0,0,"4,117","1,504","4,230","2,202","3,385","2,273",662,313,669,"63,746","57,661","71,177",0,0,"2,087","12,806",31,"2,066","14,873","1,316","1,704","3,000","10,169",139,0,2,141,10,72,23,105,0,0,1,1,27,89,9,125,315,292,47,654,12,29,34,75,"1,296",655,136,685,"1,188",260,742,20,136,965,0,0,0,"1,316",319,"$730,518"
Precinct 5 Place 2,1/2024,"5,719",654,775,48,823,185,34,0,0,0,"1,737","1,956","1,740","4,852","49,159","66,222","55,231",942,330,"1,000",0,0,0,"4,119","1,502","4,286","2,217","3,376","2,276",611,310,628,"63,421","57,048","71,740",1,0,"1,814","12,389",32,"2,277","14,667","2,942","1,699","3,071","9,897",151,1,4,156,12,85,19,116,0,1,1,2,295,67,7,369,433,234,52,719,60,30,31,121,880,734,200,491,"1,442",252,670,51,165,794,0,0,0,"2,942",322,"$637,948"
Precinct 5 Place 2,1/2024,"6,090",841,827,61,888,278,25,0,0,0,"1,493","1,796","1,586","4,649","47,674","68,449","54,352",926,346,994,0,0,0,"4,195","1,515","4,279","2,191","3,401","2,247",606,317,651,"62,523","55,592","74,028",0,0,"2,142","12,714",33,"1,844","14,559","2,667","1,864","3,069","9,626",118,0,2,120,19,80,21,120,0,1,0,1,28,65,9,102,406,264,31,701,48,36,26,110,"1,144",835,163,426,"1,045",248,694,16,105,690,0,0,0,"2,666",380,"$647,257"
Precinct 5 Place 2,1/2024,"5,059",661,847,96,943,173,18,0,0,0,"1,140","1,331","1,543","4,214","47,259","70,246","52,752",941,358,993,0,0,0,"4,199","1,519","4,252","2,190","3,405","2,277",618,326,653,"60,927","55,207","75,854",0,0,"1,915","12,641",35,"2,007","14,651","1,083","1,837","3,170","9,644",178,0,1,179,46,81,83,210,0,1,1,2,80,142,13,235,157,244,40,441,94,37,22,153,"1,052",667,196,486,"1,041",261,766,40,200,787,0,0,0,"1,083",392,"$611,544"
Precinct 5 Place 2,1/2024,"5,565",793,786,52,838,356,33,0,0,0,"1,607","1,996","1,700","4,965","47,665","70,683","53,802",950,358,"1,003",0,0,0,"4,196","1,519","4,249","2,200","3,387","2,297",626,329,644,"61,995","55,637","76,276",1,0,"2,139","12,979",37,"1,856","14,838","1,745","1,849","3,162","9,827",147,0,1,148,13,80,23,116,0,0,1,1,60,92,14,166,255,230,40,525,30,31,30,91,"1,176",776,187,480,985,293,726,36,145,809,0,0,0,"1,746",433,"$657,328"
Precinct 5 Place 2,1/2024,"7,395",773,860,31,891,316,19,0,0,0,"1,429","1,764","1,590","4,720","47,309","71,626","55,206",944,364,998,0,0,0,"4,167","1,512","4,260","2,235","3,394","2,316",628,332,671,"63,451","55,283","77,228",0,0,"2,086","13,140",35,"1,960","15,101",868,"1,857","3,274","9,970",165,0,5,170,8,74,18,100,0,0,2,2,23,93,13,129,346,261,32,639,40,66,34,140,"1,104",735,247,472,"1,054",282,776,26,130,780,0,0,0,867,472,"$647,103"
Precinct 6 Place 1,1/2020,174,47,18,0,18,2,4,0,0,0,98,104,22,185,947,"4,277","1,119",8,17,8,0,0,0,304,"1,481",350,94,72,96,1,21,2,"1,575","1,354","5,868",0,0,319,"2,220",0,222,"2,442",65,188,323,"1,931",8,5,1,14,0,22,0,22,0,0,0,0,0,11,0,11,40,21,1,62,3,10,1,14,182,132,5,60,111,38,107,1,4,99,0,0,0,65,39,"$40,278"
Precinct 6 Place 1,1/2020,216,71,16,2,18,6,4,0,0,0,66,76,23,168,910,"4,284","1,157",8,17,9,0,0,0,310,"1,494",349,95,71,95,1,20,1,"1,611","1,324","5,886",0,0,242,"2,269",0,198,"2,467",40,183,328,"1,956",2,9,0,11,1,31,0,32,0,0,0,0,0,8,0,8,71,17,0,88,3,3,3,9,136,102,4,11,88,39,107,0,3,50,0,0,0,40,49,"$44,746"
Precinct 6 Place 1,1/2020,166,44,32,0,32,2,0,0,0,0,24,26,16,106,987,"4,254","1,175",6,16,6,0,0,0,315,"1,493",334,94,72,97,1,20,1,"1,613","1,403","5,855",0,0,203,"2,361",0,113,"2,474",0,117,328,"2,029",7,2,0,9,0,7,0,7,0,0,0,0,0,3,0,3,41,13,5,59,6,0,0,6,161,41,1,3,57,26,51,0,5,29,0,0,0,0,32,"$28,046"
Precinct 6 Place 1,1/2020,26,16,10,0,10,0,0,0,0,0,0,0,0,21,"1,089","4,220","1,120",5,16,5,0,0,0,317,"1,483",327,95,72,95,1,20,2,"1,549","1,507","5,811",0,0,116,"2,455",0,21,"2,476",0,72,327,"2,077",3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,12,0,1,13,3,0,2,5,106,6,4,0,18,0,0,0,3,0,0,0,0,0,11,"$10,126"
Precinct 6 Place 1,1/2020,121,21,8,0,8,0,0,0,0,0,0,0,5,30,"1,104","4,210","1,220",5,16,8,0,0,0,324,"1,478",344,101,72,104,1,19,1,"1,677","1,535","5,795",0,0,125,"2,493",0,86,"2,579",0,85,327,"2,167",2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,69,8,2,79,4,0,1,5,109,13,3,0,75,0,8,0,3,0,0,0,0,0,17,"$8,076"
Precinct 6 Place 1,1/2020,125,38,11,93,104,1,0,0,0,0,5,6,22,152,"1,202","4,197","1,340",8,16,8,0,0,0,337,"1,470",361,105,72,106,1,19,1,"1,816","1,653","5,774",0,0,216,"2,516",0,192,"2,708",125,188,331,"2,189",4,2,0,6,0,11,5,16,0,0,0,0,0,13,0,13,14,18,0,32,5,6,1,12,98,111,7,80,103,33,83,0,6,113,0,0,0,125,20,"$28,423"
Precinct 6 Place 1,1/2020,113,26,12,48,60,1,1,0,0,0,7,9,2,88,"1,178","4,253","1,298",4,19,5,0,0,0,291,"1,496",309,65,74,65,1,19,1,"1,678","1,539","5,861",0,0,247,"2,562",0,202,"2,764",31,173,332,"2,259",2,2,0,4,0,16,2,18,0,0,0,0,0,8,0,8,104,15,0,119,12,8,0,20,172,68,7,3,121,30,79,0,2,33,0,0,0,31,17,"$23,970"
Precinct 6 Place 1,1/2020,204,46,17,2,19,7,7,0,0,0,35,49,9,113,"1,219","4,252","1,453",4,18,4,0,0,0,275,"1,503",290,61,74,61,1,19,2,"1,810","1,560","5,866",0,0,131,"2,290",0,403,"2,693",17,148,338,"2,207",6,1,0,7,0,9,1,10,0,0,0,0,0,2,0,2,273,3,0,276,1,3,0,4,69,54,8,83,363,21,39,0,1,104,0,0,0,17,35,"$22,704"
Precinct 6 Place 1,1/2020,159,50,18,0,18,4,4,0,0,0,64,72,4,106,"1,335","4,231","1,509",3,18,6,0,0,0,279,"1,498",311,60,74,60,2,19,2,"1,888","1,679","5,840",0,0,149,"2,121",0,317,"2,438",16,148,345,"1,945",4,1,0,5,0,6,0,6,0,0,0,0,2,10,1,13,216,16,2,234,0,3,0,3,101,40,8,47,269,9,45,0,3,56,0,0,0,16,11,"$19,470"
Precinct 6 Place 1,1/2020,169,25,34,4,38,1,1,0,0,0,34,36,5,93,"1,408","4,222","1,555",5,17,7,0,0,0,299,"1,473",344,59,74,59,2,19,2,"1,967","1,773","5,805",0,0,128,"1,779",0,167,"1,946",25,152,348,"1,446",7,1,0,8,0,19,2,21,0,0,0,0,5,10,7,22,26,14,2,42,3,2,2,7,73,49,6,34,75,33,79,0,13,67,0,0,0,25,13,"$23,936"
Precinct 6 Place 1,1/2020,137,24,13,0,13,4,4,0,0,0,78,86,6,113,"1,479","4,209","1,619",7,17,8,0,0,0,302,"1,486",320,59,74,61,2,19,2,"2,010","1,849","5,805",0,0,156,"1,834",0,101,"1,935",2,154,345,"1,436",4,1,0,5,0,21,0,21,0,0,0,0,1,3,0,4,20,5,0,25,0,6,0,6,65,81,10,24,49,16,52,0,0,40,0,0,0,2,8,"$22,814"
Precinct 6 Place 1,1/2020,147,20,28,0,28,0,4,0,0,0,38,42,12,100,"1,553","4,202","1,705",5,17,6,0,0,0,279,"1,473",292,56,72,57,2,19,2,"2,062","1,895","5,783",0,0,181,"1,899",0,106,"2,005",92,141,356,"1,508",3,1,0,4,0,20,0,20,0,0,0,0,5,5,1,11,9,4,2,15,2,1,0,3,121,48,12,34,53,19,50,0,3,53,0,0,0,92,16,"$24,633"
Precinct 6 Place 1,1/2021,116,22,5,0,5,0,0,0,0,0,5,5,14,42,"1,538","4,271","1,663",5,18,5,0,0,0,268,"1,475",278,57,72,60,2,19,2,"2,008","1,870","5,855",0,0,134,"1,924",0,107,"2,031",0,123,357,"1,551",3,0,0,3,0,0,0,0,0,0,0,0,1,0,0,1,97,1,0,98,4,0,1,5,96,34,4,0,105,0,1,0,1,0,0,0,0,0,18,"$11,392"
Precinct 6 Place 1,1/2021,158,20,5,0,5,0,0,0,0,0,0,0,5,29,"1,628","4,253","1,785",5,18,6,0,0,0,269,"1,471",282,60,72,66,1,19,2,"2,141","1,963","5,833",0,0,129,"1,956",0,85,"2,041",0,140,366,"1,535",4,0,0,4,0,2,0,2,0,0,0,0,0,5,0,5,60,4,4,68,1,0,0,1,100,18,11,0,65,5,16,0,4,5,0,0,0,0,19,"$6,549"
Precinct 6 Place 1,1/2021,181,32,19,0,19,0,5,0,0,0,19,24,11,61,"1,759","4,236","1,948",6,18,8,0,0,0,279,"1,468",300,66,72,67,2,19,2,"2,325","2,112","5,813",0,0,160,"2,039",0,77,"2,116",136,167,377,"1,572",5,0,0,5,0,7,5,12,0,0,0,0,0,6,0,6,17,6,3,26,3,5,3,11,102,43,15,0,25,17,41,0,11,17,0,0,0,136,8,"$19,323"
Precinct 6 Place 1,1/2021,238,53,21,0,21,1,4,0,0,0,39,44,8,111,"1,784","4,321","2,050",8,17,10,0,0,0,263,"1,488",285,66,72,67,2,19,2,"2,414","2,123","5,917",0,0,152,"2,105",0,86,"2,191",171,191,387,"1,613",4,0,0,4,0,2,13,15,0,0,0,0,0,4,0,4,32,9,3,44,8,4,4,16,69,62,21,0,44,3,22,0,20,3,0,0,0,171,38,"$29,773"
Precinct 6 Place 1,1/2021,117,46,26,0,26,1,6,0,0,0,43,50,3,107,"1,805","4,429","1,943",8,18,11,0,0,0,251,"1,496",272,66,73,67,2,19,2,"2,295","2,132","6,035",0,0,156,"2,173",0,88,"2,261",11,197,376,"1,688",8,0,0,8,0,3,10,13,0,0,0,0,0,0,0,0,41,14,2,57,3,1,1,5,119,29,8,4,56,1,19,0,13,5,0,0,0,11,27,"$17,422"
Precinct 6 Place 1,1/2021,142,30,26,0,26,2,11,0,0,0,67,80,13,140,"1,843","4,401","1,991",9,16,9,0,0,0,258,"1,491",281,65,73,66,2,19,2,"2,349","2,177","6,000",0,0,142,"2,246",1,64,"2,311",108,236,381,"1,694",5,0,0,5,0,3,10,13,0,0,0,0,0,0,0,0,26,9,0,35,1,5,0,6,66,58,18,1,33,4,21,0,10,5,0,0,0,108,20,"$23,211"
Precinct 6 Place 1,1/2021,143,48,19,0,19,0,7,0,0,0,48,55,16,128,"1,769","4,481","1,937",7,18,8,0,0,0,263,"1,485",285,61,74,61,2,19,2,"2,293","2,102","6,077",0,0,132,"2,271",1,103,"2,374",116,247,383,"1,744",8,0,0,8,0,4,10,14,0,0,0,0,13,5,0,18,28,19,4,51,0,6,3,9,88,32,12,0,49,3,37,0,17,3,0,0,0,114,38,"$20,181"
Precinct 6 Place 1,1/2021,115,40,28,0,28,4,14,0,0,0,47,65,19,137,"1,721","4,554","1,843",7,19,7,0,0,0,258,"1,478",287,60,75,64,2,19,2,"2,203","2,048","6,145",0,0,124,"2,273",1,122,"2,395",9,262,375,"1,758",0,0,1,1,0,7,4,11,0,0,0,0,18,0,15,33,27,18,2,47,0,18,0,18,63,52,9,4,49,8,51,0,22,12,0,0,0,9,25,"$23,469"
Precinct 6 Place 1,1/2021,138,41,14,0,14,3,10,0,0,0,45,58,23,123,"1,719","4,520","1,877",7,19,9,0,0,0,266,"1,482",285,63,74,63,2,19,2,"2,236","2,057","6,114",0,0,128,"2,252",1,157,"2,409",49,283,375,"1,751",2,0,0,2,0,3,10,13,0,0,0,0,15,0,5,20,54,21,2,77,3,34,1,38,42,72,14,0,74,7,65,0,18,7,0,0,0,49,28,"$20,333"
Precinct 6 Place 1,1/2021,126,36,18,0,18,2,6,0,0,0,23,31,23,97,"1,728","4,538","1,867",6,17,6,0,0,0,271,"1,474",293,61,74,61,2,19,3,"2,230","2,068","6,122",0,0,134,"2,161",0,130,"2,291",103,219,372,"1,700",9,0,0,9,2,6,9,17,0,0,0,0,1,0,8,9,28,25,3,56,3,27,0,30,55,66,13,1,44,8,66,0,20,9,0,0,0,103,20,"$21,969"
Precinct 6 Place 1,1/2021,138,33,16,0,16,2,10,0,0,0,15,27,14,85,"1,697","4,600","1,847",6,17,8,0,0,0,265,"1,479",284,60,75,60,2,18,2,"2,201","2,030","6,189",0,0,78,"2,136",0,77,"2,213",0,235,358,"1,620",1,0,0,1,0,2,5,7,0,0,0,0,0,5,0,5,22,17,1,40,2,15,1,18,38,34,6,0,25,6,45,0,7,6,0,0,0,0,30,"$19,757"
Precinct 6 Place 1,1/2021,172,27,13,0,13,2,3,0,0,0,16,21,21,78,"1,774","4,580","1,953",7,16,8,0,0,0,273,"1,467",291,60,75,61,2,18,2,"2,315","2,116","6,156",0,0,70,"2,098",1,130,"2,229",50,243,361,"1,625",4,0,0,4,0,7,4,11,0,0,0,0,1,0,0,1,29,41,1,71,2,29,0,31,36,25,9,0,36,12,89,0,5,12,0,0,0,50,21,"$13,295"
Precinct 6 Place 1,1/2022,174,32,20,0,20,3,12,0,0,0,114,129,38,210,"1,847","4,597","2,031",8,16,8,0,0,0,270,"1,472",291,60,76,61,2,18,2,"2,393","2,187","6,179",0,0,147,"2,064",1,175,"2,239",1,252,368,"1,619",7,0,0,7,0,16,11,27,0,0,0,0,0,0,0,0,52,13,5,70,4,34,3,41,42,93,12,5,68,25,88,0,19,30,0,0,0,1,23,"$27,993"
Precinct 6 Place 1,1/2022,188,56,31,0,31,1,8,0,0,0,99,108,25,205,"1,839","4,579","2,063",7,16,7,0,0,0,274,"1,459",293,60,76,61,2,18,2,"2,426","2,182","6,148",0,0,139,"2,038",1,174,"2,212",195,253,375,"1,584",9,0,1,10,0,15,7,22,0,0,0,0,13,0,7,20,46,18,4,68,4,4,3,11,39,83,17,23,95,20,57,0,22,43,0,0,0,195,37,"$33,418"
Precinct 6 Place 1,1/2022,305,45,38,0,38,5,7,0,0,0,115,127,22,213,"1,707","4,701","2,031",4,18,5,0,0,0,257,"1,472",280,56,78,58,2,18,2,"2,376","2,026","6,287",0,0,189,"1,962",1,262,"2,224",4,338,369,"1,517",12,0,0,12,0,41,15,56,0,0,0,0,1,0,13,14,61,25,3,89,2,19,8,29,47,127,15,25,101,34,119,3,42,62,0,0,0,4,25,"$41,110"
Precinct 6 Place 1,1/2022,261,54,27,5,32,4,16,0,0,0,103,123,20,210,"1,833","4,669","2,118",5,18,6,0,0,0,262,"1,464",288,57,77,60,2,18,2,"2,474","2,159","6,246",0,0,125,"1,899",1,175,"2,074",1,288,345,"1,441",3,0,0,3,0,27,7,34,0,0,0,0,0,0,0,0,28,42,4,74,2,24,1,27,41,67,17,0,33,36,129,1,13,37,0,0,0,1,33,"$31,002"
Precinct 6 Place 1,1/2022,231,35,36,20,56,6,7,0,0,0,135,148,31,256,"1,921","4,626","2,162",6,18,8,0,0,0,273,"1,454",293,60,77,62,2,18,3,"2,528","2,262","6,193",0,0,189,"1,823",1,228,"2,051",104,270,351,"1,430",9,0,1,10,3,31,13,47,0,0,0,0,5,2,1,8,27,28,8,63,1,25,4,30,57,114,18,29,74,27,113,14,41,70,0,0,0,103,21,"$40,018"
Precinct 6 Place 1,1/2022,203,33,32,35,67,7,9,0,0,0,89,105,30,236,"1,819","4,692","2,024",8,18,8,0,0,0,276,"1,457",306,62,77,63,3,18,3,"2,404","2,168","6,262",0,0,153,"1,796",1,257,"2,053",38,273,322,"1,458",12,0,0,12,0,32,16,48,0,0,0,0,8,1,7,16,54,26,3,83,4,20,18,42,29,112,12,14,92,33,112,9,53,56,0,0,0,39,33,"$44,602"
Precinct 6 Place 1,1/2022,188,35,23,5,28,1,20,0,0,0,141,162,24,240,"1,781","4,697","1,987",6,19,7,0,0,0,279,"1,457",293,61,76,63,3,18,3,"2,353","2,130","6,267",0,0,182,"1,771",1,226,"1,997",68,267,305,"1,425",12,0,2,14,5,32,20,57,0,0,0,0,0,0,4,4,26,32,7,65,4,26,5,35,41,106,35,25,72,25,115,1,39,51,0,0,0,68,24,"$34,405"
Precinct 6 Place 1,1/2022,251,35,23,40,63,9,10,0,0,0,89,108,40,240,"1,697","4,733","1,964",6,18,7,0,0,0,277,"1,455",293,63,76,64,3,18,4,"2,332","2,046","6,300",0,0,168,"1,669",1,290,"1,959",81,255,281,"1,423",16,0,0,16,5,46,15,66,0,0,0,0,1,0,0,1,34,35,1,70,15,9,6,30,51,103,14,64,135,42,132,1,23,107,0,0,0,81,32,"$36,351"
Precinct 6 Place 1,1/2022,235,54,24,4,28,2,9,0,0,0,72,83,27,178,"1,675","4,784","1,941",6,18,7,0,0,0,264,"1,450",284,62,77,64,4,17,4,"2,300","2,011","6,346",0,0,164,"1,629",1,211,"1,840",87,228,278,"1,334",16,0,0,16,4,31,14,49,0,0,0,0,12,1,0,13,29,18,5,52,6,13,2,21,40,105,19,34,101,26,89,0,21,60,0,0,0,87,40,"$35,817"
Precinct 6 Place 1,1/2022,230,35,36,40,76,4,18,0,0,0,91,113,28,244,"1,696","4,819","1,950",7,18,7,0,0,0,265,"1,447",273,62,78,65,4,17,4,"2,299","2,034","6,379",0,0,139,"1,488",1,292,"1,780",0,214,273,"1,293",10,0,0,10,14,26,15,55,0,0,0,0,1,0,6,7,32,50,3,85,21,9,3,33,48,75,16,70,148,29,114,3,30,102,0,0,0,0,26,"$33,844"
Precinct 6 Place 1,1/2022,187,26,22,3,25,4,3,0,0,0,60,67,25,146,"1,726","4,788","1,922",7,18,8,0,0,0,258,"1,444",273,61,77,62,3,17,3,"2,268","2,055","6,344",0,0,142,"1,435",1,200,"1,635",7,174,263,"1,198",12,0,0,12,5,30,18,53,0,0,0,0,6,0,0,6,26,18,0,44,4,23,1,28,48,74,20,35,88,20,91,2,21,57,0,0,0,7,25,"$28,761"
Precinct 6 Place 1,1/2022,252,14,27,4,31,8,8,0,0,0,47,63,30,127,"1,777","4,774","2,020",7,18,7,0,0,0,266,"1,439",289,62,77,62,3,17,3,"2,381","2,115","6,325",0,0,171,"1,414",1,203,"1,617",18,180,259,"1,178",10,0,0,10,5,38,11,54,0,0,0,0,2,3,1,6,35,12,0,47,3,13,3,19,57,97,17,48,103,19,85,0,15,67,0,0,0,18,3,"$34,240"
Precinct 6 Place 1,1/2023,363,33,25,19,44,2,16,0,0,0,112,130,28,227,"1,897","4,776","2,277",6,18,6,0,0,0,270,"1,440",286,62,77,62,2,18,2,"2,633","2,237","6,329",0,0,183,"1,363",1,250,"1,613",0,193,263,"1,157",13,0,0,13,3,30,15,48,0,0,0,0,8,0,0,8,32,11,5,48,8,28,1,37,64,98,21,64,128,31,100,1,22,96,0,0,0,0,27,"$38,652"
